labels,family,file_name,free_ener_reac,free_ener_barr,FEHA,FEPA,E$_{p}$(LA),E$_{p}$(LB),d,Mw,γ,λ,Φ,q$_{la}$(NPA),q$_{lb}$(NPA),q$_{la}$(ESP),q$_{lb}$(ESP),EF$_{la}$(NPA),EF$_{lb}$(NPA),EF$_{la}$(ESP),EF$_{lb}$(ESP),EP(NPA),EP(ESP)
67,II,me_mequinolinamine.out,10.2,17.17751886,-35.46052998,-195.9895107,0.10233,-0.41371,2.9449620020546954,198.07600000000002,44.759620440260996,196.6353771894186,87.01300170416336,0.97928,-0.45932,0.704466,-0.60493,0.4516556891578451,-0.2118438966832585,0.3249081740853183,-0.2790009762705817,-0.3054727967873088,-0.28941128414062656
17,I,me_metriazole.log,13.3,34.56582096,-35.92676991,-185.6456358,0.09305,-0.47414,2.586952535978579,122.966,87.2313743791096,204.9700722878429,91.6589392659747,0.87589,-0.24666,0.400853,-0.271265,0.5235192291733105,-0.14742861896800827,0.2395897356652194,-0.16213502118039716,-0.16702821129903322,-0.08406601012791089
76,III,me_naphthalene.log,29.7,33.13949073,-17.18179119,-173.608739,0.16038,-0.41147,1.7695048609701531,211.115,176.08829029640253,14.17921956712732,165.82873017103057,0.71952,-0.5322,0.606242,-0.119021,0.9191774080282374,-0.6798785531362963,0.7744662416581257,-0.15204777390611637,-0.43280869405473654,-0.08155448529532701
97,VI,me_naphtoxanthene.log,27.0,33.87618747,-38.56921452,-191.8435521,0.09534,-0.33289,4.666845569658482,325.218,17.19537132016171,102.2080885781226,165.3124270954268,0.93311,-0.5311,0.632836,-0.213609,0.17137441102789183,-0.09754150067721207,0.11622627211930742,-0.039231298094819414,-0.21238102422843447,-0.05793183558627691
66,II,me_phquinolinamine.out,12.0,18.13698165,-35.89602192,-194.0291694,0.10068,-0.41825,2.9444330575019024,260.14699999999993,45.09592213229223,197.6771849418726,85.6734479176272,0.98066,-0.45816,0.701349,-0.604322,0.4524546778714464,-0.2113848175856891,0.3235868046728337,-0.27882070833992234,-0.3051855327158917,-0.28789286229355965
62,II,me_quinoline.log,12.6,17.79875376,-35.88974682,-192.119029,0.10071,-0.4198,2.9543059106121694,169.034,11.342061841352868,211.56522011681787,85.27172669806319,0.97036,-0.4656,0.636124,-0.615626,0.4447151763506689,-0.21338409055285815,0.2915350971195153,-0.28214088086489225,-0.30585838411458305,-0.2651143689739649
47,II,me_tetramethylbenzopiperidine.log,7.0,15.60811635,-36.99541944,-195.4699324,0.10122,-0.29589,3.0217610765077048,257.228,93.16130874529107,99.43969639610069,111.04031184890381,1.00826,-0.63698,0.66942,-0.903797,0.44168462721173357,-0.27903940832853635,0.2932502758693975,-0.39592291771971827,-0.42507758789602795,-0.40044184329704224
103,VII,me_tribenzooxepine.log,19.4,21.88572639,-33.12180021,-187.7603445,0.0931,-0.41169,2.8259928354130692,327.23399999999987,154.31429107143313,10.199967461285127,170.05355527011992,1.00945,-0.52812,0.601526,-0.089721,0.5055949072707053,-0.2645151145948833,0.3012813732140456,-0.04493781829237204,-0.37729093104517814,-0.038195082145784265
91,VI,me_xanthene.log,22.7,24.86263383,-35.83264341,-192.0286675,0.0899,-0.32716,4.363344445625397,293.2169999999999,15.970414343623064,88.60371643976501,155.97533281512176,0.95763,-0.53217,0.612203,-0.036009,0.2011957203162247,-0.11180761513390904,0.1286223526463809,-0.007565402809923389,-0.23359235717039803,-0.010104550810377439
54,II,mesityl_dimethylaniline.log,11.4,19.16233299,-34.95789447,-193.345811,0.10549,-0.30608,3.063410081039755,369.3589999999999,59.84368110157965,128.6505885671508,126.46550865502584,1.11615,-0.51562,0.551022,-0.33448,0.4757428615995125,-0.21977559852881837,0.23486519113406495,-0.14256728248694614,-0.3757311282364558,-0.12032723904691502
28,I,mesityl_metriazole.log,10.2,34.79674464,-42.31984179,-190.392749,0.10037,-0.47292,2.603032543243553,331.2699999999999,111.46501156276118,197.67995848413364,67.56206982221212,0.99978,-0.24253,0.437459,-0.394585,0.5902082021301699,-0.14317469369524308,0.25824870461067634,-0.2329385499185152,-0.1863031978062463,-0.13262589433469812
74,II,no2_benzopiperidine.log,-29.5,12.00683646,-90.00746424,-178.2968662,-0.01333,-0.35504,2.920706895092522,263.06,71.02192941835558,129.1615202902978,113.98038818724002,0.9913,-0.55368,0.115199,-0.440318,0.46482464431984066,-0.2596228276677185,0.05401728457681965,-0.20646691994111127,-0.3758425639506789,-0.034734189430119564
40,I,no2_metriazole.log,-32.8,15.99654504,-99.60083712,-174.141495,-0.02666,-0.51839,2.5214623910750684,184.90599999999998,87.86821059414257,206.04728522639948,91.4360339153399,0.95057,-0.19261,-0.004277,-0.265406,0.5980522181960636,-0.12118080493466425,-0.0026908795114768654,-0.16698049278069413,-0.14522468258742244,0.0009003834171930783
13,I,no2_nmeimidazole.log,-31.1,17.64187626,-89.08063197,-173.35648,-0.01584,-0.4814,2.5308378784665364,183.91799999999998,96.92933300820818,207.89039273427176,83.2016876778205,0.93242,-0.45005,0.012641,-0.574701,0.5822948110815126,-0.28105551117225575,0.007894284450013299,-0.3588998629623521,-0.33161793931601974,-0.005741019922937002
65,II,no2_quinoline.log,-28.1,11.36050116,-91.32837279,-184.0643106,-0.01502,-0.44617,2.8777331454248847,230.974,44.9446114191996,240.93676049280845,106.52508652762089,1.00718,-0.47648,0.131711,-0.522507,0.48648118309027666,-0.2301461050843494,0.06361814482615166,-0.25237775127876966,-0.3335271911246966,-0.047829257265505784
34,I,oh_metriazole.log,24.5,45.18893775,-25.52390913,-191.0384568,0.06175,-0.47018,2.5904439111356954,126.90999999999995,87.64686725887026,206.0630494821823,92.06967067331836,1.07534,-0.25438,0.710178,-0.317606,0.6409990790458606,-0.15163329340272474,0.42332977845019365,-0.18932165966060932,-0.21119545420311617,-0.17414528289795084
33,I,perfluorophenyl_metriazole.log,-7.8,24.42714189,-69.18166236,-177.5344416,0.04273,-0.4936,2.5520131933800814,427.01203162999997,67.42004239018189,209.78878276785272,112.42949775774919,0.85735,-0.21919,0.722992,-0.260446,0.5265653930402883,-0.13462164635271567,0.4440456833789982,-0.15996016837437563,-0.14727396158254263,-0.1475700634467337
89,V,ph_biphenylene.log,8.1,18.47081697,-49.38560439,-196.1281904,0.09318,-0.31725,3.950544866538286,359.279,33.7315369143032,78.77085819303865,134.89935712756017,0.99164,-0.55154,0.491622,-0.156738,0.25415580353807116,-0.1413588518851476,0.1260019608396128,-0.0401717078122607,-0.2768879453730916,-0.039010238657798686
107,VIII,ph_dibenzofuran.log,25.2,55.27867104,-51.52980606,-187.7961126,0.08527,-0.3259,5.535068239675009,375.27799999999996,179.82003847417022,116.43857199815506,63.56164964118503,0.91801,-0.5486,0.363585,-0.391928,0.11985645941332661,-0.07162585770759683,0.04747008289211921,-0.05117057812545209,-0.18197437292284221,-0.05148957003224473
51,II,ph_dimethylaniline.log,5.7,16.41823176,-44.41698021,-193.7160419,0.09368,-0.30416,3.0233262329302146,285.1969999999999,65.73777051452105,120.0516147123335,123.27954625829163,0.94788,-0.54795,0.287763,-0.181967,0.41480437321208663,-0.2397899062134056,0.12592875769995113,-0.0796310792297377,-0.3435890181765831,-0.034639576272421854
24,I,ph_metriazole.log,5.1,31.18165953,-46.53796401,-189.2839388,0.08267,-0.47505,2.607349330285261,247.10799999999998,114.93300596733721,196.6085379517252,64.5034983048055,0.84867,-0.24986,0.058305,-0.342416,0.4993446472820186,-0.14701386118265658,0.03430578394402783,-0.20147241771680355,-0.16265460384382058,-0.015314069847185184
99,VI,ph_naphtoxanthene.log,13.5,30.42425496,-48.36213558,-197.515615,0.03416,-0.35489,4.6095915007998265,449.35999999999996,20.567430896588423,93.26259840789126,163.59529518402422,1.0057,-0.56068,0.456238,-0.192693,0.18932307996762243,-0.10554804064457247,0.08588682843618188,-0.03627446778184455,-0.24465329559122967,-0.03814388711830354
96,VI,ph_xanthene.log,12.3,21.21617322,-46.52164875,-195.446087,0.09875,-0.31641,4.037404267994103,417.359,166.65424952380803,190.5546735319006,12.139276561826247,0.99008,-0.56928,0.385893,-0.057755,0.24295497885071807,-0.1396951866113211,0.09469399003478522,-0.01417245556270526,-0.27920550184588205,-0.011040385720933977
72,II,tbu_benzopiperidine.log,5.6,12.50821695,-38.51964123,-192.1642097,0.13193,-0.34167,2.8797741849516605,285.2819999999999,152.84663787226117,80.11534528238376,102.51347661657724,1.39923,-0.59882,0.179678,-0.521994,0.6748888153303929,-0.28882808430075535,0.08666385980927678,-0.2517726980336136,-0.5819115352713427,-0.06513763365343478
83,V,tbu_biphenylene.log,11.1,16.04047074,-42.94044918,-185.3557262,0.102,-0.3318,3.972185966724745,319.2989999999999,47.873411755822666,75.75024492116623,134.01681012810113,1.39082,-0.52397,0.273673,-0.20236,0.35259144687087146,-0.13283339354979834,0.06937976088889433,-0.0513009628771441,-0.3669253964969254,-0.02788412664659999
109,VIII,tbu_dibenzofuran.log,32.4,55.57360074,-43.62192504,-185.8062784,0.13166,-0.73826,5.495511676766232,335.29799999999994,85.47934532105165,77.74617648711072,119.0305193682907,1.33691,-0.51856,0.244701,-0.382968,0.17707036933848647,-0.06868196866218784,0.032410032423646304,-0.050723149056272655,-0.25230336695706757,-0.034105160021475595
53,II,tbu_dimethylaniline.log,7.0,12.34318182,-38.77692033,-185.3023879,0.13855,-0.32932,3.013642445191699,245.21700000000004,92.94691773262076,106.25983454915675,107.20643360660175,1.40122,-0.54384,0.173283,-0.039257,0.6171388271827961,-0.23952325814296957,0.0763189701765008,-0.01728994657421035,-0.5057265409941666,-0.004514517468290627
80,IV,tbu_indenoPy.log,15.8,20.42551062,-32.94484239,-188.7122772,0.15076,-0.55563,2.839534937360518,291.24499999999995,82.977673523908,185.48733629380578,13.529417722446683,1.38753,-0.49473,0.009775,-0.348647,0.6883478179289115,-0.24543347961050963,0.0048493365334480055,-0.17296231553729377,-0.4834965809845539,-0.0024004102785704197
5,I,tbu_indole.log,26.6,46.28519772,-47.91974103,-168.461902,0.13787,-0.30788,2.5848570649266085,269.239,81.02985660590227,152.95232250550447,99.06871482532797,1.32674,-0.45088,0.28848,-0.0528,0.7942783930674959,-0.26992797523725265,0.17270409487323155,-0.03160973450258814,-0.4628499883547601,-0.011785366554055455
26,I,tbu_metriazole.log,3.4,23.90819112,-45.95124216,-188.1751286,0.10663,-0.47055,2.6102861696086124,207.12800000000001,45.02541559406386,226.51252451100703,137.67409489132393,1.24101,-0.27596,0.109908,-0.165609,0.7285494383938855,-0.16200554630436229,0.06452277715328254,-0.09722270081866624,-0.2623996737119057,-0.013946175085262151
78,III,tbu_naphthalene.log,15.7,22.37832174,-31.77390873,-181.6289443,0.16054,-0.41859,1.8907234277133182,295.27699999999993,159.99486946664302,21.02124164192572,159.29759749980707,1.07278,-0.55771,-0.092076,-0.136094,1.2003686614474989,-0.6240399766735814,-0.10302685067902079,-0.15228003189007616,-0.6328795899288108,0.013255234436011882
100,VI,tbu_naphtoxanthene.log,22.8,30.2698875,-41.45074044,-191.0384568,0.11777,-0.34083,4.508684137043313,409.37999999999994,4.497317378083341,56.71328415247322,144.99558605115152,1.39611,-0.53776,0.25251,-0.114841,0.27471350297893055,-0.10581539661054623,0.04968656240354252,-0.022597340750802847,-0.33303380355774415,-0.01286339873390045
9,I,tbu_nmeimidazole.log,1.6,21.82109286,-39.65480682,-197.1911923,0.11099,-0.43771,2.6245309609002514,206.14000000000001,9.297360331244924,232.08317840173737,158.50016270086536,1.21484,-0.52018,0.126375,-0.488974,0.7054653273999266,-0.30207183991874964,0.0733867675991618,-0.28395031691420414,-0.48156069074013663,-0.047089624904865846
64,II,tbu_quinoline.log,11.0,16.91521968,-34.85812038,-188.2943555,0.15328,-0.41895,2.672042077282841,253.19600000000003,40.30526840697634,176.00766369183344,61.57846075548241,1.38442,-0.45273,0.159225,-0.486077,0.7756061970896475,-0.2536370419442049,0.08920406865806557,-0.2723193347847796,-0.4691306861734389,-0.0579299338008198
94,VI,tbu_xanthene.log,20.2,23.80214193,-34.40945073,-189.8386576,0.14351,-0.33075,4.133583433131476,377.379,6.422362678449073,49.47366604441558,169.34629735869717,1.39494,-0.53473,0.256412,-0.000814,0.32655933524864017,-0.12518178082032586,0.06002676263479025,-0.00019055966485468414,-0.36090538791177446,-0.00010098713204967562
